Property ID,Listing Type,State,City,City Tier,Latitude,Longitude,Property Type,BHK,Size (SqFt),Price (INR),Price Per SqFt,Days on Market (DOM),DOM Status,Year Listed,Month Listed,Year Built,Property Age Classification,RERA Status,Furnishing Status,Parking (PKT),Gym,Swimming Pool (SWM),Elevator (ELV),Total Amenities
PROP-00480,Sale,Karnataka,Bengaluru,Tier 1,13.00102106625494,77.58478871998908,Apartment,2,900,9062003.83,10068.89,31,Fast,2023,August,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00481,Rental,Gujarat,Ahmedabad,Tier 2,23.000076756825138,72.53676910428442,Apartment,3,1630,26552.41,16.29,218,Stale,2024,February,2022,Modern (2016-2022),Awaiting Approval,Unfurnished,No,Yes,Yes,Yes,3
PROP-00482,Rental,Maharashtra,Mumbai,Tier 1,19.11370905810182,72.8849607232882,Apartment,2,1042,50274.88,48.25,78,Moderate,2025,June,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00483,Sale,Maharashtra,Pune,Tier 1,18.564804209382537,73.8344012524326,Apartment,2,1099,6911288.5,6288.71,65,Moderate,2024,January,2019,Modern (2016-2022),Non-RERA / NA,Unfurnished,No,No,No,Yes,1
PROP-00484,Rental,Maharashtra,Mumbai,Tier 1,19.040879596940513,72.9198307512213,Apartment,3,1281,70203.55,54.8,190,Stale,2023,November,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00485,Sale,Delhi,Delhi NCR,Tier 1,28.61016756050654,77.21731908042771,Apartment,3,1391,15452867.33,11109.18,35,Fast,2025,June,2025,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00486,Rental,Delhi,Delhi NCR,Tier 1,28.66199873781627,77.21828401805081,Independent House/Villa,4,2720,99578.06,36.61,223,Stale,2024,October,2019,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00487,Sale,Karnataka,Bengaluru,Tier 1,12.969940743597315,77.5800924660877,Apartment,2,1230,10722108.89,8717.16,16,Fast,2022,May,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00488,Sale,Telangana,Hyderabad,Tier 1,17.421354752251457,78.44189893519777,Apartment,3,1505,13922438.12,9250.79,306,Stale,2023,May,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00489,Rental,Karnataka,Bengaluru,Tier 1,12.980473152213133,77.5477743765373,Independent House/Villa,2,1631,53141.53,32.58,36,Fast,2025,May,2025,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00490,Rental,Karnataka,Bengaluru,Tier 1,12.95913299079196,77.58693351441532,Apartment,4,2271,68712.17,30.26,164,Moderate,2024,June,2019,Modern (2016-2022),Awaiting Approval,Fully Furnished,Yes,No,Yes,Yes,3
PROP-00491,Sale,Delhi,Delhi NCR,Tier 1,28.592478355552586,77.16745653780973,Apartment,1,545,7084385.97,12998.87,241,Stale,2023,June,2003,Vintage (2001-2015),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00492,Rental,Delhi,Delhi NCR,Tier 1,28.58422230910861,77.21968469555402,Independent House/Villa,3,2036,58057.23,28.52,231,Stale,2026,March,2025,New (2023-2026),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00493,Sale,Delhi,Delhi NCR,Tier 1,28.64007981913777,77.24709730056396,Apartment,2,1014,10603617.33,10457.22,185,Stale,2023,May,2003,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00494,Sale,Maharashtra,Mumbai,Tier 1,19.064654050682304,72.91599148165187,Independent House/Villa,2,1499,26638971.65,17771.16,321,Stale,2024,November,2024,New (2023-2026),RERA Approved,Unfurnished,No,No,No,No,0
PROP-00495,Sale,Maharashtra,Pune,Tier 1,18.521527546220074,73.87260454101323,Independent House/Villa,2,1978,19641965.89,9930.22,50,Fast,2025,June,2015,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,Yes,No,2
PROP-00496,Sale,Telangana,Hyderabad,Tier 1,17.38423254800012,78.4578231831473,Apartment,2,902,7078988.92,7848.1,345,Stale,2023,December,2003,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,No,No,No,Yes,1
PROP-00497,Sale,Maharashtra,Pune,Tier 1,18.528127902923313,73.8929996831359,Apartment,2,998,8290702.53,8307.32,84,Moderate,2024,March,2019,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,No,0
PROP-00498,Sale,Karnataka,Bengaluru,Tier 1,13.008157714562456,77.63320934353132,Apartment,3,1290,10112538.28,7839.18,139,Moderate,2023,February,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00499,Rental,Delhi,Delhi NCR,Tier 1,28.661973934358343,77.1786653584953,Apartment,2,938,29149.8,31.08,264,Stale,2022,May,2022,Modern (2016-2022),RERA Approved,Unfurnished,No,No,Yes,Yes,2
PROP-00500,Rental,Rajasthan,Jaipur,Tier 2,26.903158420857384,75.81104260857707,Apartment,2,1162,16776.13,14.44,312,Stale,2024,August,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,Yes,No,3
PROP-00501,Rental,Karnataka,Bengaluru,Tier 1,13.00435189221063,77.57325195489271,Apartment,2,930,25920.28,27.87,251,Stale,2022,January,2017,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,No,No,No,No,0
PROP-00502,Sale,Karnataka,Bengaluru,Tier 1,12.998052779465473,77.62486403123529,Apartment,1,441,3101017.4,7031.79,163,Moderate,2025,October,2025,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00503,Sale,Maharashtra,Mumbai,Tier 1,19.08335289514556,72.92742378999037,Apartment,2,1039,26226406.76,25241.97,207,Stale,2022,November,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00504,Rental,Delhi,Delhi NCR,Tier 1,28.659504714361194,77.16200260053294,Apartment,2,853,24305.17,28.49,116,Moderate,2022,June,2017,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00505,Rental,Karnataka,Bengaluru,Tier 1,12.941647451552841,77.6343365865791,Apartment,2,883,23043.78,26.1,296,Stale,2024,May,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00506,Sale,Karnataka,Bengaluru,Tier 1,12.932526421030962,77.60686305335986,Apartment,1,586,6434315.35,10980.06,314,Stale,2024,May,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00507,Rental,Maharashtra,Pune,Tier 1,18.555796196695542,73.90403826191648,Independent House/Villa,2,1853,43812.14,23.64,123,Moderate,2022,March,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00508,Rental,Maharashtra,Pune,Tier 1,18.514314981663375,73.85320095175264,Apartment,2,1216,24835.65,20.42,21,Fast,2022,May,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00509,Rental,Maharashtra,Pune,Tier 1,18.555096885420706,73.89143879305715,Apartment,2,1191,29651.79,24.9,335,Stale,2026,January,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00510,Rental,Telangana,Hyderabad,Tier 1,17.424309020519544,78.44293940685982,Builder Floor,2,1347,24762.44,18.38,231,Stale,2024,December,2019,Modern (2016-2022),Awaiting Approval,Fully Furnished,No,No,No,Yes,1
PROP-00511,Rental,Gujarat,Ahmedabad,Tier 2,22.978745759361907,72.55492790500783,Apartment,1,435,8767.44,20.16,121,Moderate,2024,April,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00512,Sale,Telangana,Hyderabad,Tier 1,17.423346476298608,78.44340165377513,Apartment,4,2326,17202670.59,7395.82,47,Fast,2023,April,2003,Vintage (2001-2015),Non-RERA / NA,Unfurnished,No,No,No,Yes,1
PROP-00513,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.87103190553694,75.39083431334791,Apartment,3,1782,22068.23,12.38,119,Moderate,2022,August,2017,Modern (2016-2022),Awaiting Approval,Semi-Furnished,No,No,No,No,0
PROP-00514,Rental,Maharashtra,Mumbai,Tier 1,19.077043248900424,72.9093973907272,Apartment,3,1754,88283.72,50.33,287,Stale,2026,February,2026,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00515,Sale,Maharashtra,Mumbai,Tier 1,19.08865925110932,72.9129547421246,Apartment,1,526,8573351.98,16299.15,41,Fast,2025,May,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00516,Sale,Maharashtra,Mumbai,Tier 1,19.11863826067301,72.92149652314339,Apartment,3,1414,31762657.41,22462.98,306,Stale,2023,April,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00517,Sale,Maharashtra,Pune,Tier 1,18.472311609442976,73.81521034861198,Apartment,3,1782,17640527.6,9899.29,117,Moderate,2024,August,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00518,Rental,Rajasthan,Jaipur,Tier 2,26.910084346831784,75.77585975925133,Builder Floor,3,1939,35174.7,18.14,39,Fast,2023,June,2018,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00519,Rental,Delhi,Delhi NCR,Tier 1,28.632672204243057,77.1661034889044,Apartment,1,621,18529.34,29.84,136,Moderate,2023,May,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00520,Sale,Rajasthan,Jaipur,Tier 2,26.934670695769825,75.75837931015501,Apartment,2,912,3653105.09,4005.6,340,Stale,2024,June,2004,Vintage (2001-2015),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00521,Sale,Maharashtra,Mumbai,Tier 1,19.09525324315371,72.85063657770377,Builder Floor,3,1598,25397096.43,15893.05,340,Stale,2022,March,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00522,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.839643512940814,75.34021072110475,Apartment,2,934,4769168.4,5106.18,232,Stale,2024,May,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00523,Rental,Delhi,Delhi NCR,Tier 1,28.593839558837168,77.18585621674536,Builder Floor,2,1400,45043.89,32.17,151,Moderate,2024,May,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00524,Rental,Maharashtra,Mumbai,Tier 1,19.061871552541703,72.83779781068178,Apartment,2,924,42982.85,46.52,126,Moderate,2026,March,2006,Vintage (2001-2015),RERA Approved,Fully Furnished,No,No,No,No,0
PROP-00525,Rental,Karnataka,Bengaluru,Tier 1,13.00204372076795,77.56134910890941,Independent House/Villa,2,1402,44218.19,31.54,85,Moderate,2024,July,2023,New (2023-2026),RERA Approved,Semi-Furnished,No,No,Yes,No,1
PROP-00526,Sale,Delhi,Delhi NCR,Tier 1,28.591775987241455,77.17372755635522,Apartment,1,624,5449592.79,8733.32,177,Moderate,2022,January,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00527,Sale,Delhi,Delhi NCR,Tier 1,28.58497049638672,77.25630767979123,Independent House/Villa,2,1375,13120389.74,9542.1,158,Moderate,2025,July,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00528,Sale,Delhi,Delhi NCR,Tier 1,28.65964480190381,77.23492925069185,Builder Floor,1,828,6844399.75,8266.18,154,Moderate,2023,March,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00529,Sale,Gujarat,Ahmedabad,Tier 2,22.97338632851135,72.61817614652695,Apartment,2,996,4413069.42,4430.79,62,Moderate,2025,April,2024,New (2023-2026),RERA Approved,Fully Furnished,No,Yes,No,Yes,2
PROP-00530,Rental,Maharashtra,Pune,Tier 1,18.570182085568195,73.85067404865079,Apartment,2,1186,23426.62,19.75,67,Moderate,2024,February,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00531,Rental,Delhi,Delhi NCR,Tier 1,28.63158212988574,77.18683684816627,Apartment,2,1071,34043.23,31.79,160,Moderate,2025,February,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00532,Rental,Maharashtra,Pune,Tier 1,18.553246929944912,73.88652931972092,Apartment,1,605,14024.57,23.18,360,Stale,2022,January,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00533,Rental,Telangana,Hyderabad,Tier 1,17.36446193963462,78.46932539180412,Apartment,3,1830,37802.54,20.66,326,Stale,2026,March,2024,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00534,Sale,Delhi,Delhi NCR,Tier 1,28.565331527766705,77.18893833737054,Apartment,3,1280,16003132.52,12502.45,172,Moderate,2023,May,2013,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00535,Rental,Karnataka,Bengaluru,Tier 1,12.995386951856153,77.56785059922078,Apartment,1,440,11069.55,25.16,170,Moderate,2026,April,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00536,Rental,Maharashtra,Mumbai,Tier 1,19.10941445970007,72.84066789782243,Apartment,1,475,25971.6,54.68,89,Moderate,2022,March,2012,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00537,Rental,Maharashtra,Mumbai,Tier 1,19.100047613195354,72.85334630610168,Apartment,1,558,27833.7,49.88,141,Moderate,2022,August,2017,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,Yes,Yes,3
PROP-00538,Sale,Telangana,Hyderabad,Tier 1,17.349285028730087,78.47223197484739,Apartment,3,1807,12898325.94,7137.98,193,Stale,2023,August,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00539,Sale,Maharashtra,Mumbai,Tier 1,19.101342792225697,72.89509942081457,Apartment,2,1033,24499656.34,23717.0,6,Fast,2024,November,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00540,Sale,Karnataka,Bengaluru,Tier 1,12.998492278210765,77.55085648422194,Apartment,2,1092,7438030.02,6811.38,110,Moderate,2026,January,2024,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00541,Rental,Telangana,Hyderabad,Tier 1,17.400854051567006,78.45775069396653,Apartment,1,462,10479.22,22.68,76,Moderate,2024,June,2014,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00542,Rental,Maharashtra,Mumbai,Tier 1,19.10261159327956,72.90860236402918,Apartment,2,1171,70336.31,60.07,130,Moderate,2026,March,1986,Mature (Pre-2001),Awaiting Approval,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00543,Sale,Maharashtra,Pune,Tier 1,18.554992143967773,73.82139219235837,Apartment,3,1855,14773639.72,7964.23,174,Moderate,2024,January,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00544,Rental,Delhi,Delhi NCR,Tier 1,28.625260411423746,77.19326451465226,Apartment,3,1436,41720.15,29.05,209,Stale,2023,August,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00545,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.835060471396968,75.37976589218582,Apartment,2,1047,15382.62,14.69,317,Stale,2024,November,2023,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00546,Sale,Karnataka,Bengaluru,Tier 1,12.970362780966722,77.56009253111435,Independent House/Villa,1,972,11489911.9,11820.9,341,Stale,2026,May,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00547,Sale,Gujarat,Ahmedabad,Tier 2,22.98026493346716,72.52967368356181,Apartment,1,536,3244232.68,6052.67,199,Stale,2024,November,2019,Modern (2016-2022),RERA Approved,Unfurnished,No,No,Yes,Yes,2
PROP-00548,Rental,Maharashtra,Pune,Tier 1,18.511154303103243,73.855153799508,Apartment,1,525,10807.8,20.59,162,Moderate,2024,November,2024,New (2023-2026),Awaiting Approval,Unfurnished,Yes,No,No,Yes,2
PROP-00549,Sale,Maharashtra,Mumbai,Tier 1,19.06671064891256,72.85794195112786,Independent House/Villa,2,1452,30406387.7,20941.04,145,Moderate,2025,September,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00550,Rental,Maharashtra,Pune,Tier 1,18.477000984414023,73.86304083644839,Independent House/Villa,1,1129,26289.09,23.29,279,Stale,2022,January,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00551,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.86108205339695,75.37368048904834,Builder Floor,2,1180,4723293.18,4002.79,11,Fast,2025,December,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00552,Rental,Maharashtra,Pune,Tier 1,18.48149980987913,73.82041484881528,Apartment,2,1058,24921.36,23.56,58,Fast,2025,March,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00553,Sale,Gujarat,Ahmedabad,Tier 2,23.053323521000923,72.57946990845542,Apartment,4,2168,9594887.46,4425.69,108,Moderate,2025,May,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00554,Sale,Rajasthan,Jaipur,Tier 2,26.95716880259645,75.78785087603899,Builder Floor,2,1024,3824963.69,3735.32,346,Stale,2022,May,2017,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,No,1
PROP-00555,Rental,Delhi,Delhi NCR,Tier 1,28.571131647525796,77.17340787860132,Apartment,3,1731,45479.44,26.27,342,Stale,2022,March,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00556,Sale,Delhi,Delhi NCR,Tier 1,28.659411520729172,77.2213998485529,Apartment,3,1702,22124612.35,12999.18,65,Moderate,2026,February,2021,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00557,Sale,Maharashtra,Pune,Tier 1,18.522657659933675,73.83406404178608,Independent House/Villa,1,1096,8992315.29,8204.67,91,Moderate,2025,September,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00558,Sale,Karnataka,Bengaluru,Tier 1,12.951556567795388,77.5933834318544,Independent House/Villa,3,1829,17108519.35,9354.03,262,Stale,2025,April,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00559,Rental,Gujarat,Ahmedabad,Tier 2,22.980186207527616,72.5296272324277,Builder Floor,2,1382,21235.54,15.37,182,Stale,2023,May,1983,Mature (Pre-2001),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00560,Rental,Rajasthan,Jaipur,Tier 2,26.912462426807043,75.78325840572137,Builder Floor,2,1478,26323.0,17.81,246,Stale,2022,June,2012,Vintage (2001-2015),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00561,Rental,Delhi,Delhi NCR,Tier 1,28.643351554449076,77.18964634680428,Independent House/Villa,2,1513,54673.28,36.14,207,Stale,2024,February,2014,Vintage (2001-2015),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00562,Sale,Delhi,Delhi NCR,Tier 1,28.634608647726672,77.24123812111854,Apartment,4,1958,23114415.53,11805.12,35,Fast,2024,November,2004,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00563,Sale,Gujarat,Ahmedabad,Tier 2,22.977522601146397,72.52709787269973,Builder Floor,2,1108,4419960.83,3989.13,293,Stale,2024,September,2023,New (2023-2026),RERA Approved,Fully Furnished,No,Yes,No,No,1
PROP-00564,Sale,Delhi,Delhi NCR,Tier 1,28.571190183536793,77.20086072749184,Apartment,2,1080,12998200.45,12035.37,84,Moderate,2025,February,2025,New (2023-2026),RERA Approved,Fully Furnished,No,No,No,Yes,1
PROP-00565,Sale,Gujarat,Ahmedabad,Tier 2,23.012787328263265,72.56724314241315,Apartment,4,1823,8566590.21,4699.17,15,Fast,2023,August,2018,Modern (2016-2022),Non-RERA / NA,Unfurnished,No,No,No,Yes,1
PROP-00566,Sale,Karnataka,Bengaluru,Tier 1,12.951129049404795,77.61710060762991,Builder Floor,1,694,5171196.72,7451.29,258,Stale,2026,January,2021,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,No,0
PROP-00567,Sale,Telangana,Hyderabad,Tier 1,17.358238432305605,78.49412875750902,Apartment,3,1693,12450381.73,7354.04,291,Stale,2022,February,2012,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00568,Sale,Maharashtra,Mumbai,Tier 1,19.05410044989087,72.89442123371943,Apartment,3,1611,37928768.35,23543.62,180,Moderate,2023,June,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00569,Rental,Maharashtra,Pune,Tier 1,18.55074827432969,73.88440492856517,Apartment,3,1506,40020.78,26.57,130,Moderate,2022,May,2017,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00570,Sale,Karnataka,Bengaluru,Tier 1,13.014522805363185,77.63082029736582,Builder Floor,4,2239,22300417.45,9959.99,51,Fast,2025,September,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00571,Sale,Maharashtra,Pune,Tier 1,18.510910269452754,73.83808754967225,Apartment,4,2149,21297187.79,9910.28,210,Stale,2024,February,2024,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,Yes,Yes,No,3
PROP-00572,Rental,Maharashtra,Mumbai,Tier 1,19.11661110021325,72.8815022705364,Independent House/Villa,1,937,41450.67,44.24,111,Moderate,2025,October,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00573,Sale,Telangana,Hyderabad,Tier 1,17.36714957012479,78.52071080784391,Apartment,3,1322,9391145.88,7103.74,279,Stale,2025,January,2015,Vintage (2001-2015),RERA Approved,Unfurnished,No,No,Yes,Yes,2
PROP-00574,Rental,Rajasthan,Jaipur,Tier 2,26.910043698634382,75.83624511309651,Independent House/Villa,2,1924,24897.47,12.94,341,Stale,2024,July,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00575,Rental,Delhi,Delhi NCR,Tier 1,28.5865028997816,77.24795193110438,Independent House/Villa,2,1409,49307.02,34.99,127,Moderate,2024,March,2019,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00576,Rental,Maharashtra,Mumbai,Tier 1,19.090047604217585,72.86484672626244,Apartment,1,566,25082.22,44.31,138,Moderate,2022,November,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,Yes,No,2
PROP-00577,Sale,Maharashtra,Mumbai,Tier 1,19.12389811151748,72.84721665172187,Apartment,3,1827,45330913.98,24811.67,111,Moderate,2025,January,2024,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00578,Rental,Maharashtra,Pune,Tier 1,18.530749309604335,73.85563925374066,Apartment,4,1916,44693.57,23.33,309,Stale,2026,April,2025,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00579,Sale,Maharashtra,Pune,Tier 1,18.506181408411354,73.88086414518361,Builder Floor,4,2196,16337240.75,7439.54,333,Stale,2023,November,1983,Mature (Pre-2001),Awaiting Approval,Fully Furnished,Yes,No,No,Yes,2
PROP-00580,Sale,Maharashtra,Pune,Tier 1,18.53518174459905,73.85595690707534,Apartment,2,1077,6673005.76,6195.92,54,Fast,2024,April,2022,Modern (2016-2022),Awaiting Approval,Fully Furnished,Yes,No,No,Yes,2
PROP-00581,Sale,Delhi,Delhi NCR,Tier 1,28.57619206784654,77.20731808633137,Builder Floor,1,841,8313190.97,9884.89,341,Stale,2024,February,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00582,Rental,Karnataka,Bengaluru,Tier 1,13.010465908026541,77.62842304210818,Apartment,2,1226,41377.1,33.75,99,Moderate,2022,February,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00583,Sale,Maharashtra,Pune,Tier 1,18.520708395077982,73.84284037790673,Independent House/Villa,3,2406,17740600.13,7373.48,272,Stale,2025,January,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00584,Sale,Karnataka,Bengaluru,Tier 1,12.966534974203965,77.63057946748117,Independent House/Villa,3,1857,19314288.61,10400.8,27,Fast,2026,March,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00585,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.884786478845353,75.33398048009518,Independent House/Villa,2,1788,20851.31,11.66,58,Fast,2023,June,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00586,Sale,Maharashtra,Mumbai,Tier 1,19.08847838627894,72.86052331056784,Builder Floor,1,709,13079520.87,18447.84,258,Stale,2025,July,2025,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00587,Sale,Telangana,Hyderabad,Tier 1,17.342177580622653,78.48209899111997,Apartment,2,1038,6458403.46,6221.97,239,Stale,2022,October,2002,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00588,Sale,Karnataka,Bengaluru,Tier 1,12.98986172212234,77.62084469586749,Apartment,2,869,7210908.47,8297.94,63,Moderate,2024,August,2022,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,Yes,No,Yes,3
PROP-00589,Sale,Karnataka,Bengaluru,Tier 1,12.945793168031553,77.5572002027864,Independent House/Villa,4,2408,29782555.96,12368.17,168,Moderate,2026,January,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00590,Sale,Telangana,Hyderabad,Tier 1,17.406395263250662,78.4563419215872,Independent House/Villa,2,1865,15993940.33,8575.84,263,Stale,2026,May,2021,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00591,Sale,Telangana,Hyderabad,Tier 1,17.417253479438422,78.53184448256631,Apartment,2,1031,6780918.91,6577.03,318,Stale,2022,April,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00592,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.906595850755252,75.31084916273814,Apartment,2,970,15881.7,16.37,220,Stale,2025,January,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00593,Sale,Maharashtra,Mumbai,Tier 1,19.08125009674079,72.88447273179311,Apartment,1,501,8169366.69,16306.12,187,Stale,2025,September,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,Yes,1
